Hugo_Symbol,ensembl_gene_id,start_position,end_position,strand,transcript_count,percentage_gene_gc_content,gene_biotype
LINC01797,ENSG00000237179,66697125,66703227,-1,3,36.28,lincRNA
LINC01798,ENSG00000232046,66574030,66730157,1,5,39.07,lincRNA
LINC01799,ENSG00000230525,66904436,66971462,1,2,38.12,lincRNA
LINC01800,ENSG00000234572,64846130,64863626,-1,1,47.25,lincRNA
LINC01801,ENSG00000267767,34788582,34832869,-1,2,41.72,lincRNA
LINC01802,ENSG00000225064,207260445,207270690,1,1,44.08,lincRNA
LINC01803,ENSG00000228909,219904051,219904889,-1,1,46.25,lincRNA
LINC01804,ENSG00000231031,15690782,15744339,1,3,46.73,lincRNA
LINC01805,ENSG00000223863,64486353,64500904,1,1,43.27,lincRNA
LINC01806,ENSG00000227403,161244739,161249050,1,2,39.33,lincRNA
LINC01807,ENSG00000232023,228483261,228611395,-1,1,36.87,lincRNA
LINC01808,ENSG00000237992,19468997,19520095,1,3,37.44,lincRNA
LINC01809,ENSG00000232548,83522814,83523502,1,1,36.14,lincRNA
LINC01810,ENSG00000237266,5810641,5812596,-1,1,42.43,lincRNA
LINC01811,ENSG00000226320,34159334,34562877,1,2,38.86,lincRNA
LINC01812,ENSG00000237013,67796054,67825562,-1,1,38.51,lincRNA
LINC01813,ENSG00000229805,56077417,56090382,-1,1,39.19,lincRNA
LINC01814,ENSG00000236008,8506446,8592903,-1,6,50.58,lincRNA
LINC01815,ENSG00000235519,81461358,81467468,-1,2,38.62,lincRNA
LINC01816,ENSG00000231327,70124036,70125317,-1,1,57.49,lincRNA
LINC01817,ENSG00000231420,150234892,150257007,-1,1,37.92,lincRNA
LINC01818,ENSG00000230645,150171423,150301080,1,1,37.58,lincRNA
LINC01819,ENSG00000231826,43027853,43039547,-1,3,49.45,lincRNA
LINC01820,ENSG00000228100,46392297,46394167,-1,1,52.16,lincRNA
LINC01821,ENSG00000225539,194344269,194419645,1,3,33.39,lincRNA
LINC01822,ENSG00000229621,21687434,21710623,-1,1,36.58,lincRNA
LINC01823,ENSG00000224655,121790444,121796702,1,4,46.05,lincRNA
LINC01824,ENSG00000226488,6496003,6503806,1,1,39.67,lincRNA
LINC01825,ENSG00000223466,195533035,195538681,1,1,39.91,lincRNA
LINC01826,ENSG00000232740,123066151,123073481,-1,1,35.82,lincRNA
LINC01827,ENSG00000234919,195569628,195572970,-1,1,39.72,lincRNA
LINC01828,ENSG00000235885,67086446,67311439,1,13,36.94,lincRNA
LINC01829,ENSG00000236780,67123357,67215319,-1,3,36.25,lincRNA
LINC01831,ENSG00000225765,104412227,104414008,-1,1,37.82,lincRNA
LINC01832,ENSG00000224231,138101884,138105905,1,1,39.43,lincRNA
LINC01833,ENSG00000259439,44921077,44939199,-1,5,52.5,lincRNA
LINC01834,ENSG00000261316,30907199,30909155,1,1,41.95,lincRNA
LINC01835,ENSG00000267453,15851993,15864904,-1,3,47.42,transcribed_unprocessed_pseudogene
LINC01836,ENSG00000267530,782755,785080,1,2,54.26,lincRNA
LINC01837,ENSG00000267489,31859103,32072082,-1,6,42.84,lincRNA
LINC01838,ENSG00000269037,34905315,34908188,1,1,50.56,lincRNA
LINC01839,"ENSG00000281738, ENSG00000227509","184510148, 184505113","184513434, 184508399",1,1,47.31,"sense_intronic, lincRNA"
LINC01840,ENSG00000230215,184546714,184556918,-1,1,51.11,antisense
LINC01841,ENSG00000266913,14305458,14370196,-1,2,50.26,lincRNA
LINC01842,ENSG00000267147,14333743,14343916,1,1,49.64,lincRNA
LINC01843,ENSG00000251169,134506552,134509229,1,1,52.54,lincRNA
LINC01844,ENSG00000236714,142745600,142760998,1,1,40.27,lincRNA
LINC01845,ENSG00000253298,159448556,159466276,-1,1,44.11,lincRNA
LINC01846,ENSG00000248901,98086260,98161193,-1,1,37.9,lincRNA
LINC01847,ENSG00000253311,159698586,159937766,-1,3,42.41,antisense
LINC01848,ENSG00000254106,109883182,109884751,1,1,43.69,lincRNA
LINC01849,ENSG00000234988,100607028,100609358,1,2,45.95,lincRNA
LINC01850,ENSG00000227708,153337705,153357422,1,1,35.6,lincRNA
LINC01851,ENSG00000233605,77915934,77918011,1,1,32.87,lincRNA
LINC01852,ENSG00000236914,38069481,38072959,-1,4,44.38,lincRNA
LINC01853,ENSG00000224028,140103583,140131780,-1,1,35.81,lincRNA
LINC01854,ENSG00000204460,129242173,129273848,-1,1,40.27,lincRNA
LINC01855,ENSG00000267517,16065737,16066312,1,1,48.96,lincRNA
LINC01856,ENSG00000237574,129923177,129946703,1,1,46.43,lincRNA
LINC01857,ENSG00000224137,207662375,207667024,1,1,42.04,lincRNA
LINC01858,ENSG00000261615,23046958,23061752,-1,2,45.89,lincRNA
LINC01859,ENSG00000261558,23015075,23023697,-1,1,45.17,lincRNA
LINC01861,ENSG00000251183,153887428,153898987,-1,1,43.11,lincRNA
LINC01862,ENSG00000268480,8630671,8638649,1,1,50.48,lincRNA
LINC01863,ENSG00000253959,173642519,173658194,1,1,43.82,lincRNA
LINC01864,ENSG00000267522,56066684,56078801,1,1,47.25,lincRNA
LINC01865,ENSG00000233684,317912,342118,1,2,41.96,lincRNA
LINC01866,ENSG00000237670,16970034,16974497,1,1,37.48,lincRNA
LINC01867,ENSG00000225444,52373118,52390012,1,1,35.72,lincRNA
LINC01868,ENSG00000234169,100669892,100676038,-1,1,48.64,lincRNA
LINC01869,ENSG00000180279,50808874,50818880,1,4,51.4,lincRNA
LINC01870,ENSG00000223826,101479390,101486822,1,1,47.34,lincRNA
LINC01871,ENSG00000235576,7725801,7730705,1,1,42.92,lincRNA
LINC01872,ENSG00000268318,51271266,51281234,1,3,46.33,lincRNA
LINC01873,ENSG00000232164,66383306,66392450,1,1,37.09,lincRNA
LINC01874,ENSG00000223985,490944,492655,-1,1,43.57,lincRNA
LINC01875,ENSG00000225942,545805,546667,1,1,57.71,lincRNA
LINC01876,ENSG00000226383,156011530,156254950,-1,9,36.11,lincRNA
LINC01877,ENSG00000238217,199608068,199659132,1,4,38.59,lincRNA
LINC01878,ENSG00000234308,212795331,212819264,1,2,38,lincRNA
LINC01879,ENSG00000276397,76690029,76693636,1,2,43.18,lincRNA
LINC01880,ENSG00000232002,242047695,242084138,-1,1,45.15,lincRNA
LINC01881,ENSG00000220804,242088633,242160153,1,7,39.11,transcribed_unprocessed_pseudogene
LINC01883,ENSG00000235009,38431294,38433573,1,1,47.28,lincRNA
LINC01884,ENSG00000233587,22536479,22538288,1,1,37.46,lincRNA
LINC01885,ENSG00000237880,107385632,107542649,-1,1,37.51,lincRNA
LINC01886,ENSG00000224568,107529487,107556326,1,2,38.69,lincRNA
LINC01887,ENSG00000266604,10612304,10626353,-1,2,40.46,lincRNA
LINC01888,ENSG00000237576,68832044,68837724,1,2,42.6,antisense
LINC01889,ENSG00000235491,125710969,125765842,1,1,38.62,lincRNA
LINC01890,ENSG00000228329,68832816,68837192,-1,1,40.96,lincRNA
LINC01891,ENSG00000231682,234444590,234454595,-1,1,45.25,lincRNA
LINC01892,ENSG00000265514,5081182,5095815,1,2,41.95,lincRNA
LINC01893,ENSG00000264260,76209510,76215702,1,1,41.16,lincRNA
LINC01894,ENSG00000264345,24933487,24987682,-1,2,40.86,lincRNA
LINC01895,ENSG00000259256,3347776,3350559,-1,1,48.28,lincRNA
LINC01896,"ENSG00000263146, ENSG00000262280, ENSG00000282765",78976555,78979074,-1,"4, 3",55.63,lincRNA
LINC01897,ENSG00000267209,57961231,57964434,-1,3,37.11,lincRNA
LINC01898,ENSG00000261194,75696079,75712385,-1,1,39.04,lincRNA
LINC01899,ENSG00000265352,71732615,71788128,-1,3,34.84,lincRNA
LINC01900,ENSG00000265758,21981121,22051159,1,3,44.44,lincRNA
LINC01901,ENSG00000267413,39841174,39924840,-1,1,37.24,lincRNA
LINC01902,ENSG00000283503,39841809,39896298,1,3,37.36,lincRNA
LINC01903,ENSG00000265555,67808505,67814822,-1,1,35.04,lincRNA
LINC01904,ENSG00000259837,926083,927993,-1,1,42.39,lincRNA
LINC01905,ENSG00000267057,56042135,56096319,1,6,39.01,lincRNA
LINC01906,ENSG00000265786,14877611,14884052,1,1,41.52,lincRNA
LINC01907,ENSG00000226125,230690921,230700529,-1,1,45,lincRNA
LINC01908,ENSG00000265374,27225742,27247188,1,1,38.2,lincRNA
LINC01909,ENSG00000266258,70335439,70352459,1,2,39.71,lincRNA
LINC01910,ENSG00000266278,70380140,70384591,-1,1,46.2,lincRNA
LINC01911,ENSG00000231040,146837749,146850310,1,1,35.74,lincRNA
LINC01912,ENSG00000264699,68258339,68264827,-1,1,34.75,lincRNA
LINC01913,ENSG00000214691,41876763,41894046,1,4,44.68,lincRNA
LINC01914,ENSG00000234362,41931599,41933723,-1,2,46.4,lincRNA
LINC01915,ENSG00000265485,24628182,24708542,1,4,40.78,lincRNA
LINC01916,ENSG00000264232,65424013,65447512,1,1,35.07,lincRNA
LINC01917,ENSG00000260433,53480835,53581091,-1,3,37.03,processed_transcript
LINC01918,ENSG00000226508,105144113,105145424,1,3,57.47,lincRNA
LINC01919,ENSG00000263438,53568447,53597851,1,3,35.9,lincRNA
LINC01920,ENSG00000236049,150552532,150572221,-1,1,38.65,lincRNA
LINC01921,ENSG00000223874,216870772,216871639,1,1,45.85,lincRNA
LINC01922,ENSG00000259779,74409415,74413209,1,2,51.09,lincRNA
LINC01923,ENSG00000236653,198299363,198375116,-1,3,35.84,lincRNA
LINC01924,ENSG00000267134,64041555,64423601,1,4,38.09,lincRNA
LINC01925,ENSG00000264265,508568,515294,-1,1,48.46,lincRNA
LINC01926,ENSG00000267593,58813880,58834364,1,1,45.24,lincRNA
LINC01927,ENSG00000266312,76623006,76639011,-1,1,40.8,lincRNA
LINC01928,ENSG00000267425,11454478,11465996,1,1,36.75,lincRNA
LINC01929,ENSG00000267013,55105904,55124306,-1,2,40.22,lincRNA
LINC01931,ENSG00000162947,149767506,149859191,-1,2,37.41,lincRNA
LINC01932,ENSG00000253315,159227715,159245127,1,1,40.65,lincRNA
LINC01933,ENSG00000254226,151949571,152270448,1,4,39.94,lincRNA
LINC01934,ENSG00000234663,181086076,181409321,1,9,35.98,lincRNA
LINC01935,ENSG00000224095,102967408,102984429,-1,1,40.31,lincRNA
LINC01936,ENSG00000235997,30346659,30352431,1,1,47.93,lincRNA
LINC01937,ENSG00000234279,238720324,238740780,1,1,43.07,lincRNA
LINC01938,ENSG00000254066,165220577,165241752,-1,2,36.46,lincRNA
LINC01939,ENSG00000228799,900216,905451,-1,2,42.95,lincRNA
LINC01940,ENSG00000227744,238919302,238926269,-1,1,52.38,lincRNA
LINC01941,ENSG00000226813,126110099,126117985,-1,1,35.77,lincRNA
LINC01942,ENSG00000253428,173689459,173705849,1,1,50.25,lincRNA
LINC01943,ENSG00000280721,87439523,87459044,-1,3,44.77,lincRNA
LINC01944,ENSG00000254299,172557392,172559014,-1,1,54.9,lincRNA
LINC01945,ENSG00000236485,131983937,131994161,-1,1,36.43,lincRNA
LINC01946,ENSG00000223647,31793823,31803980,-1,1,42.82,lincRNA
LINC01947,ENSG00000254130,166905222,166926370,-1,1,39.05,lincRNA
LINC01948,ENSG00000248727,56457795,56481946,-1,2,43.26,lincRNA
LINC01949,ENSG00000233828,87205408,87240145,-1,2,37.03,lincRNA
LINC01950,ENSG00000251027,106815197,107011014,-1,2,36.07,lincRNA
LINC01951,ENSG00000204754,174919082,174995513,-1,1,41.8,lincRNA
LINC01952,ENSG00000234183,44848416,44849568,1,2,49.87,antisense
LINC01953,ENSG00000236193,213155806,213167712,-1,1,34.86,lincRNA
LINC01954,ENSG00000271952,10878269,10885118,1,1,48.69,lincRNA
LINC01955,ENSG00000281477,87249095,87253750,-1,1,46.54,lincRNA
LINC01956,ENSG00000258910,118766965,118835110,-1,2,45.06,lincRNA
LINC01957,ENSG00000251542,114576041,114579970,1,1,36.13,lincRNA
LINC01958,ENSG00000283436,156655224,156695659,1,1,36.22,lincRNA
LINC01959,ENSG00000251045,135648584,135653935,-1,1,45.91,lincRNA
LINC01960,ENSG00000260868,174025280,174027163,1,1,55.84,lincRNA
LINC01961,ENSG00000234148,113512463,113515485,1,1,45.29,lincRNA
LINC01962,ENSG00000248473,181191046,181191852,-1,1,58.12,lincRNA
LINC01963,ENSG00000260804,216217045,216220192,1,1,44.66,lincRNA
LINC01964,ENSG00000260840,85064108,85067347,-1,1,47.75,lincRNA
LINC01965,ENSG00000256637,103874310,104077778,1,5,34.74,lincRNA
LINC01966,ENSG00000268580,144877734,144882033,-1,1,39.28,lincRNA
LINC01967,ENSG00000235493,27916774,28059268,-1,4,37.57,lincRNA
LINC01968,ENSG00000237222,194708421,194782168,1,4,46.7,lincRNA
LINC01970,ENSG00000265692,82290046,82292814,-1,1,53.34,lincRNA
LINC01971,ENSG00000278200,81480523,81481570,-1,1,64.03,lincRNA
LINC01972,ENSG00000230401,194765238,194768712,-1,1,46.62,lincRNA
LINC01973,ENSG00000204283,77879027,77884087,-1,1,56,lincRNA
LINC01974,ENSG00000262031,46909742,46911512,-1,1,50.71,lincRNA
LINC01975,ENSG00000263312,3977103,3981899,1,1,52.89,lincRNA
LINC01976,ENSG00000261514,43938363,43938959,1,1,63.99,lincRNA
LINC01977,ENSG00000262772,79823452,79827704,1,1,51.49,lincRNA
LINC01978,ENSG00000262188,79919357,79925462,1,2,59.06,lincRNA
LINC01979,ENSG00000262585,79915252,79926725,-1,1,58.54,lincRNA
LINC01980,ENSG00000225548,27797563,27931579,1,4,38.61,lincRNA
LINC01981,ENSG00000229243,27830888,27834136,-1,1,39.67,lincRNA
LINC01982,"ENSG00000263317, ENSG00000283825",52390515,52535701,1,1,37.08,lincRNA
LINC01983,ENSG00000223783,195836193,195860404,-1,3,49.27,lincRNA
LINC01984,ENSG00000265556,20433206,20434285,1,1,49.72,lincRNA
LINC01985,ENSG00000227260,30524745,30527185,1,1,42.97,lincRNA
LINC01986,ENSG00000223587,23757,24501,1,1,33.83,lincRNA
LINC01987,ENSG00000267790,77722872,77728559,-1,1,55.84,lincRNA
LINC01988,ENSG00000283036,44424134,44429529,1,2,47.55,lincRNA
LINC01989,ENSG00000261156,34169372,34195937,-1,3,41.85,lincRNA
LINC01990,ENSG00000273125,107430930,107463912,1,1,39.79,lincRNA
LINC01991,ENSG00000224187,187958775,187976407,-1,2,42.14,lincRNA
LINC01992,ENSG00000260019,27929548,27974223,-1,1,45.82,lincRNA
LINC01993,ENSG00000204277,78261349,78278492,-1,1,54.6,lincRNA
LINC01994,ENSG00000241098,182446970,182486364,-1,1,38.05,lincRNA
LINC01995,ENSG00000244247,182498264,182507124,-1,1,38.39,lincRNA
LINC01996,ENSG00000261863,4610449,4617650,1,1,48.99,lincRNA
LINC01997,ENSG00000241383,169003074,169005466,1,1,36.94,lincRNA
LINC01998,ENSG00000243321,150077494,150080117,-1,1,44.13,lincRNA
LINC01999,ENSG00000267772,60564547,60586623,1,1,44.46,lincRNA
LINC02000,ENSG00000243832,134055256,134057648,-1,1,46.13,lincRNA
LINC02001,ENSG00000267321,35568109,35574843,1,2,44.42,lincRNA
LINC02002,ENSG00000263609,22234328,22266362,-1,3,35,lincRNA
LINC02003,ENSG00000264026,72342940,72355136,1,1,48.52,lincRNA
LINC02004,ENSG00000240006,134313576,134321171,1,1,47.02,lincRNA
LINC02005,ENSG00000242741,73808601,73902866,1,1,38.31,lincRNA
LINC02006,ENSG00000238755,153384934,153980186,-1,3,36.85,processed_transcript
LINC02008,ENSG00000239440,81986138,82463675,1,2,35.75,lincRNA
LINC02009,ENSG00000283646,46416524,46423591,-1,1,50.42,lincRNA
LINC02010,ENSG00000242671,146921923,146925218,1,2,34.68,lincRNA
LINC02011,ENSG00000260902,14799331,14811414,-1,1,53.19,lincRNA
LINC02012,ENSG00000272989,197505262,197506986,-1,1,56.75,lincRNA
LINC02013,ENSG00000228730,190697923,190698848,-1,1,38.88,lincRNA
LINC02014,ENSG00000248243,130089433,130094304,-1,1,50.43,lincRNA
LINC02015,ENSG00000231574,177816865,177899224,1,2,38.84,lincRNA
LINC02016,ENSG00000244215,127322307,127390670,-1,1,47.63,lincRNA
LINC02017,ENSG00000243572,55178172,55189214,1,1,38.18,lincRNA
LINC02018,ENSG00000272690,75435348,75457486,1,3,47.28,lincRNA
LINC02019,ENSG00000273356,50669989,50672048,1,2,41.12,lincRNA
LINC02020,ENSG00000234548,186440345,186450696,1,4,37.96,lincRNA
LINC02021,ENSG00000249846,130112550,130120579,1,3,45.16,lincRNA
LINC02022,ENSG00000232746,12877522,12885211,-1,1,52.24,lincRNA
LINC02023,ENSG00000239205,165150006,165158062,-1,1,35.84,lincRNA
LINC02024,ENSG00000241213,117678693,117690932,-1,3,34.57,lincRNA
LINC02025,"ENSG00000242339, ENSG00000284804",84884936,"84893379, 84893375",1,1,"38.95, 38.85",lincRNA
LINC02026,ENSG00000214146,193957372,194003659,-1,2,44.3,lincRNA
LINC02027,ENSG00000243694,80993868,81095647,1,1,35.39,lincRNA
LINC02028,ENSG00000230102,194005259,194070970,-1,31,45.45,processed_transcript
LINC02029,ENSG00000241544,157081841,157088547,1,1,45.36,lincRNA
LINC02030,ENSG00000240708,55296200,55300738,1,1,41.4,lincRNA
LINC02031,ENSG00000238837,182644214,182655880,1,1,37.41,lincRNA
LINC02032,ENSG00000241131,148078159,148088029,1,1,33.03,lincRNA
LINC02033,ENSG00000279727,36819276,36822498,-1,2,44.43,lincRNA
LINC02034,ENSG00000282975,127537937,127540485,1,1,48.33,lincRNA
LINC02035,ENSG00000273033,122886941,122892416,1,1,43.74,lincRNA
LINC02036,ENSG00000225742,194203016,194250153,-1,2,44.61,lincRNA
LINC02037,ENSG00000238097,194247648,194257772,1,1,50.28,lincRNA
LINC02038,ENSG00000229155,193842560,193844024,-1,2,50.1,lincRNA
LINC02039,ENSG00000248107,126179577,126193850,1,1,37.26,lincRNA
LINC02040,ENSG00000243149,65174958,65193499,1,1,39.62,lincRNA
LINC02041,ENSG00000228952,187448845,187449450,1,1,37.13,lincRNA
LINC02042,ENSG00000240893,112736447,112749319,-1,1,39.16,lincRNA
LINC02043,ENSG00000232233,186810880,186825521,-1,1,48.6,lincRNA
LINC02044,ENSG00000243795,113142350,113167819,-1,1,41.58,lincRNA
LINC02045,ENSG00000243347,148195729,148280098,-1,1,36.52,lincRNA
LINC02046,ENSG00000242440,148280891,148399956,1,2,35.26,lincRNA
LINC02047,ENSG00000239454,73999805,74005609,1,1,41.36,lincRNA
LINC02048,ENSG00000228271,194276682,194287368,1,1,51.95,lincRNA
LINC02049,ENSG00000243593,120833440,120836360,-1,1,40.05,lincRNA
LINC02050,ENSG00000242781,80764897,80789354,1,1,34.5,lincRNA
LINC02051,ENSG00000226859,186476727,186478370,1,1,47.75,lincRNA
LINC02052,ENSG00000224406,186454982,186493661,-1,4,42.41,lincRNA
LINC02053,ENSG00000241696,180414174,180422506,1,2,34.3,lincRNA
LINC02054,"ENSG00000281250, ENSG00000224153","184426592, 184399790","184444693, 184457891",1,"2, 4","44.9, 46.74",lincRNA
LINC02055,ENSG00000254101,135859369,137092183,1,18,37.81,lincRNA
LINC02056,ENSG00000248371,72574120,72660669,-1,3,41.74,lincRNA
LINC02057,ENSG00000249279,61201309,61264929,-1,2,41.62,lincRNA
LINC02058,ENSG00000248528,92907180,92939591,-1,1,35.7,lincRNA
LINC02059,ENSG00000250544,86746818,86749772,1,2,36.51,lincRNA
LINC02060,ENSG00000250156,88408982,88439090,-1,2,37.7,lincRNA
LINC02061,ENSG00000250885,32646564,32651976,-1,1,44.49,lincRNA
LINC02062,ENSG00000248489,98929171,98995013,1,1,39.81,lincRNA
LINC02063,ENSG00000250921,4135682,4143648,1,1,41.6,lincRNA
LINC02064,ENSG00000248391,29380296,29395981,-1,2,39.72,lincRNA
LINC02065,ENSG00000248846,66206212,66209447,-1,1,47.71,lincRNA
LINC02066,"ENSG00000241151, ENSG00000262411",151637174,"151657966, 151657956",1,1,37.05,lincRNA
LINC02067,ENSG00000240567,161426427,161448242,1,1,38.51,lincRNA
LINC02068,ENSG00000223387,172560888,172595607,-1,3,40.99,lincRNA
LINC02069,ENSG00000229433,184756389,184773155,-1,1,51.55,lincRNA
LINC02070,ENSG00000241328,86481943,86496996,1,1,31.8,lincRNA
LINC02071,ENSG00000249383,51312609,51335165,-1,2,42.29,lincRNA
LINC02073,ENSG00000267452,51336715,51445802,1,4,44.7,lincRNA
LINC02074,ENSG00000266357,74043452,74154212,-1,2,49.1,lincRNA
LINC02075,ENSG00000249497,49457861,49461749,-1,1,51.25,lincRNA
LINC02076,"ENSG00000220161, ENSG00000284456","18411159, 18420764","18414380, 18423985",1,1,51.4,lincRNA
LINC02077,ENSG00000244461,78038705,78046794,-1,1,35.13,lincRNA
LINC02078,ENSG00000267719,79707266,79712317,1,1,56.79,lincRNA
LINC02079,ENSG00000266013,39026715,39027110,-1,1,43.94,lincRNA
LINC02080,ENSG00000267065,76799044,76807102,1,1,48.29,lincRNA
LINC02081,ENSG00000267123,78605233,78632155,-1,24,50.43,lincRNA
LINC02082,ENSG00000242268,168903366,168921996,1,1,34.53,lincRNA
LINC02084,ENSG00000272282,27712910,27714005,1,1,50.82,lincRNA
LINC02085,ENSG00000214407,101940859,101997926,1,1,38.36,lincRNA
LINC02086,ENSG00000244649,48646923,48707346,1,6,43.47,lincRNA
LINC02087,ENSG00000237057,15806241,15817742,-1,1,43.61,lincRNA
LINC02088,ENSG00000227685,20612912,20633234,-1,1,43.71,lincRNA
LINC02089,ENSG00000226364,52862121,52899588,1,1,36.07,lincRNA
LINC02090,ENSG00000230969,16988329,16990177,1,1,52.62,lincRNA
LINC02091,"ENSG00000282365, ENSG00000273172","182756, 183824","190502, 191587",-1,1,"47.58, 47.53",lincRNA
LINC02092,ENSG00000234721,73786802,73800793,1,2,47.54,lincRNA
LINC02093,ENSG00000234634,13299184,13306771,-1,2,39.5,lincRNA
LINC02094,ENSG00000227078,19419035,19424357,1,1,43.75,lincRNA
LINC02096,ENSG00000238212,14834638,14900554,1,1,38.44,lincRNA
LINC02097,ENSG00000226101,72072333,72093481,1,1,40.28,lincRNA
LINC02098,ENSG00000272575,128208749,128241441,1,3,39.86,lincRNA
LINC02099,ENSG00000253490,29748309,29798492,1,3,41.94,lincRNA
LINC02100,ENSG00000248693,18704433,18746173,-1,1,36.25,lincRNA
LINC02101,ENSG00000248132,58108082,58122341,-1,1,37.29,lincRNA
LINC02102,ENSG00000248677,6686325,6707711,-1,2,40.59,lincRNA
LINC02103,ENSG00000249785,28286389,28287665,-1,1,42.68,lincRNA
LINC02104,ENSG00000271334,39520431,39524708,1,2,37.49,lincRNA
LINC02105,ENSG00000250447,53776644,53819686,-1,2,42.3,lincRNA
LINC02106,ENSG00000251573,50969217,50970167,-1,2,60.04,lincRNA
LINC02107,ENSG00000250003,38025697,38183932,1,1,40.45,lincRNA
LINC02108,ENSG00000250127,58541567,58558243,-1,1,39.88,lincRNA
LINC02109,"ENSG00000274882, ENSG00000259786","29152383, 29143503","29181238, 29217115",1,"5, 6","34.93, 34.45",lincRNA
LINC02110,ENSG00000251518,37948491,37951055,1,1,42.81,lincRNA
LINC02111,ENSG00000250822,17378906,17387310,-1,1,43.36,lincRNA
LINC02112,ENSG00000249781,9641305,9903826,-1,5,40.49,lincRNA
LINC02113,ENSG00000249515,99549432,99577957,1,1,35.62,lincRNA
LINC02114,ENSG00000249521,4773481,4774865,1,1,37.98,lincRNA
LINC02115,ENSG00000248757,103528434,103541985,-1,1,36.07,lincRNA
LINC02116,ENSG00000250417,1855970,1856568,-1,1,46.41,lincRNA
LINC02117,ENSG00000248539,37899363,37920869,-1,1,42.51,lincRNA
LINC02118,ENSG00000248789,52008031,52080987,1,2,33.09,lincRNA
LINC02119,ENSG00000248461,38148480,38153715,1,1,39.53,lincRNA
LINC02120,ENSG00000248279,32947443,32962467,1,2,39.3,lincRNA
LINC02121,ENSG00000250529,5069192,5078311,-1,1,42.46,lincRNA
LINC02122,ENSG00000248474,74084068,74103216,-1,1,42.06,lincRNA
LINC02123,ENSG00000250668,7346986,7347977,-1,1,41.43,lincRNA
LINC02124,"ENSG00000282069, ENSG00000259947","1891136, 1889114","1892455, 1890434",1,1,"48.79, 48.75",lincRNA
LINC02125,ENSG00000250514,76634998,76658478,1,1,35.04,lincRNA
LINC02126,ENSG00000259847,65141756,65176713,-1,2,38.13,lincRNA
LINC02127,ENSG00000261637,51017544,51035777,1,2,42.16,lincRNA
LINC02128,ENSG00000261241,50840017,50901063,1,5,44.07,lincRNA
LINC02129,ENSG00000261045,27158451,27176587,-1,1,46.94,lincRNA
LINC02130,ENSG00000260009,14363109,14370266,-1,1,53.05,lincRNA
LINC02131,ENSG00000261154,77590806,77610681,1,1,40.99,lincRNA
LINC02132,ENSG00000268804,85935281,85936223,-1,1,51.22,lincRNA
LINC02133,ENSG00000261231,47724568,47908431,1,2,40.87,lincRNA
LINC02134,ENSG00000260450,47965672,47971687,1,1,39.3,lincRNA
LINC02135,ENSG00000268532,86286427,86293389,1,1,50.81,lincRNA
LINC02136,ENSG00000261348,71410440,71426464,-1,1,49.41,lincRNA
